00:00.0	86
00:00.1	1185
00:00.3	1071
00:00.4	798
00:00.5	398
00:00.7	649
00:00.8	358
00:00.9	596
00:01.0	60
00:01.0	127
00:01.1	877
00:01.1	2781
00:01.2	8995
00:01.2	12862
00:01.2	13404
00:01.3	15486
00:01.4	24924
00:01.4	29355
00:01.5	34966
00:01.6	43142
00:01.7	49270
00:01.8	55425
00:01.8	60568
00:01.9	50285
00:02.0	94770
00:02.2	37955
00:02.4	38482
00:02.5	80447
00:02.7	20901
00:02.8	47995
00:02.9	34804
00:02.9	2261
00:03.0	45252
00:03.1	37774
00:03.2	30472
00:03.3	22235
00:03.4	18263
00:03.4	15343
00:03.6	10363
00:03.7	10225
00:03.7	10672
00:03.8	798
00:03.9	61
00:03.9	194
00:04.0	135
00:04.0	27146
00:04.1	65008
00:04.2	92753
00:04.3	202484
00:04.3	176744
00:04.4	274004
00:04.5	379455
00:04.7	316465
00:04.8	307710
00:04.9	2672
00:05.0	301534
00:05.1	160336
00:05.3	247891
00:05.5	236726
00:05.6	232456
00:05.8	261957
00:05.8	1304
00:06.0	220988
00:06.2	209153
00:06.3	196252
00:06.5	188164
00:06.6	185814
00:06.8	148018
00:06.9	165744
00:07.1	180317
00:07.2	172214
00:07.4	161770
00:07.6	164045
00:07.7	140229
00:07.8	140778
00:08.0	128603
00:08.2	125378
00:08.3	94351
00:08.5	78931
00:08.6	70137
00:08.7	75483
00:08.8	1698
00:08.9	72223
00:09.1	73008
00:09.2	76087
00:09.3	53070
00:09.5	72192
00:09.6	70766
00:09.8	42477
00:10.0	57413
00:10.1	61183
00:10.2	48548
00:10.4	60593
00:10.5	48106
00:10.6	14272
00:10.7	68580
00:10.7	920
00:10.9	102397
00:11.0	103322
00:11.2	102137
00:11.3	67455
00:11.4	101861
00:11.6	105223
00:11.7	67050
00:11.9	101701
00:12.0	102465
00:12.2	100717
00:12.4	100925
00:12.5	101506
00:12.6	68701
00:12.7	64755
00:12.9	94824
00:13.0	92974
00:13.2	135685
00:13.3	67075
00:13.4	94833
00:13.6	95996
00:13.6	2589
00:13.7	56969
00:13.8	40479
00:14.0	46618
00:14.1	66648
00:14.3	79518
00:14.4	83148
00:14.6	94473
00:14.6	2604
00:14.8	80363
00:15.0	68520
00:15.1	66854
00:15.3	65765
00:15.4	46501
00:15.6	134836
00:15.6	1705
00:15.8	112130
00:15.9	117057
00:16.1	106024
00:16.2	98915
00:16.4	90811
00:16.5	70327
00:16.6	74702
00:16.6	880
00:16.7	58524
00:16.7	33756
00:16.9	182314
00:17.1	169550
00:17.2	170914
00:17.4	170325
00:17.6	142096
00:17.7	166765
00:17.8	172837
00:18.0	170466
00:18.2	169267
00:18.3	177602
00:18.5	196961
00:18.5	3153
00:18.7	168374
00:18.8	174355
00:19.0	179043
00:19.2	176504
00:19.3	217787
00:19.5	199437
00:19.5	2770
00:19.7	141458
00:19.8	95682
00:19.8	59177
00:19.9	84578
00:20.1	116065
00:20.2	126852
00:20.4	152704
00:20.5	90517
00:20.7	113060
00:20.8	107401
00:20.9	74483
00:21.1	76399
00:21.2	65785
00:21.3	63376
00:21.5	61783
00:21.6	87642
00:21.8	82361
00:21.9	68848
00:22.1	39094
00:22.3	106913
00:22.4	79788
00:22.5	75607
00:22.6	94411
00:22.8	90826
00:23.0	84060
00:23.1	82564
00:23.3	76182
00:23.4	67221
00:23.4	1692
00:23.6	77980
00:23.7	67998
00:23.9	66875
00:24.0	72693
00:24.2	77809
00:24.4	86912
00:24.4	1986
00:24.6	66269
00:24.7	71679
00:24.8	68535
00:24.9	69392
00:25.0	84655
00:25.2	86026
00:25.3	63859
00:25.4	63303
00:25.6	87465
00:25.7	94482
00:25.9	88317
00:26.0	63696
00:26.1	84438
00:26.3	83993
00:26.4	65631
00:26.5	59578
00:26.6	80375
00:26.8	87989
00:27.0	81912
00:27.1	124005
00:27.3	99687
00:27.3	2827
00:27.5	86645
00:27.6	84987
00:27.8	83237
00:28.0	79193
00:28.1	88032
00:28.3	95508
00:28.3	2200
00:28.5	68240
00:28.5	30736
00:28.7	86323
00:28.9	90688
00:29.0	94420
00:29.2	97002
00:29.2	62938
00:29.3	4514
00:29.4	86020
00:29.6	98904
00:29.7	98391
00:29.9	103638
00:30.0	102653
00:30.2	102367
00:30.2	4609
