00:00.1	146
00:00.2	437
00:00.2	169
00:00.2	103
00:00.4	206
00:00.3	152
00:00.4	146
00:00.5	68
00:00.6	269
00:00.6	106
00:00.6	131
00:00.8	114
00:00.7	85
00:00.8	109
00:00.9	108
00:01.0	96
00:01.3	12364
00:01.4	10583
00:01.5	12743
00:01.6	14707
00:01.6	10992
00:01.7	11536
00:01.8	5494
00:02.0	17774
00:01.9	470
00:02.0	8065
00:02.1	11304
00:02.1	4534
00:02.2	4141
00:02.3	10980
00:02.2	3685
00:02.3	4118
00:02.4	10097
00:02.4	3926
00:02.5	5351
00:02.6	6542
00:02.6	2381
00:02.6	1997
00:02.8	8915
00:02.7	1673
00:02.8	4211
00:03.0	8851
00:03.0	13337
00:03.1	5073
00:03.2	8637
00:03.2	10096
00:03.3	11097
00:03.4	9231
00:03.5	15806
00:03.5	8419
00:03.6	10161
00:03.6	7821
00:03.8	1008
00:04.1	14564
00:04.2	12273
00:04.2	19137
00:04.4	215730
00:04.4	103497
00:04.5	79406
00:04.6	184307
00:04.6	75907
00:04.6	75103
00:04.8	177326
00:04.7	76462
00:04.8	75698
00:05.0	176365
00:04.9	55578
00:05.0	77533
00:05.1	54715
00:05.2	191200
00:05.2	80846
00:05.3	80340
00:05.4	176313
00:05.4	77910
00:05.4	74854
00:05.6	172164
00:05.5	75475
00:05.6	74840
00:05.7	170392
00:05.7	75530
00:05.8	75164
00:05.9	169347
00:05.9	75570
00:06.0	74747
00:06.1	160009
00:06.0	71151
00:06.1	69594
00:06.2	152050
00:06.2	70818
00:06.3	64089
00:06.4	141369
00:06.4	60983
00:06.4	58992
00:06.6	141571
00:06.5	60294
00:06.6	59542
00:06.7	126125
00:06.7	60749
00:06.8	1895
00:06.9	75753
00:06.8	108148
00:07.0	140595
00:07.0	60314
00:07.0	65604
00:07.2	131113
00:07.1	58812
00:07.2	56658
00:07.3	125871
00:07.3	54393
00:07.4	50846
00:07.5	119660
00:07.4	52609
00:07.5	46402
00:07.6	137125
00:07.6	76024
00:07.8	98938
00:07.7	90481
00:07.8	575
00:07.9	105707
00:07.9	47480
00:08.0	43497
00:08.1	101626
00:08.0	44393
00:08.1	41992
00:08.2	86508
00:08.2	37660
00:08.4	51329
00:08.4	21089
00:08.4	22836
00:08.6	49965
00:08.5	19034
00:08.6	19194
00:08.7	25561
00:08.8	44874
00:08.8	20943
00:08.9	26636
00:09.0	49677
00:09.0	25185
